timestamp,open,high,low,close,volume,Ticker,Sector
2020-06-30,147.29,150.03,137.02,140.63,173849113,JNJ,Health Care
2020-05-29,149.62,153.62,143.01,148.75,136220967,JNJ,Health Care
2020-04-30,127.7,157.0,125.5,150.04,234258695,JNJ,Health Care
2020-03-31,134.78,143.64,109.16,131.13,355130991,JNJ,Health Care
2020-02-28,149.42,154.5,130.82,134.48,147282695,JNJ,Health Care
2020-01-31,145.87,151.19,141.38,148.87,150447700,JNJ,Health Care
2019-12-31,137.72,147.84,136.16,145.87,127539619,JNJ,Health Care
2019-11-29,132.05,138.63,129.68,137.49,127783294,JNJ,Health Care
2019-10-31,130.02,137.49,126.1,132.04,208044111,JNJ,Health Care
2019-09-30,127.99,132.78,126.34,129.38,124079875,JNJ,Health Care
2019-08-30,130.26,134.1,126.63,128.36,175236850,JNJ,Health Care
2019-07-31,140.2,142.47,127.84,130.22,159852777,JNJ,Health Care
2019-06-28,131.5,144.98,131.04,139.28,150884200,JNJ,Health Care
2019-05-31,140.95,142.35,128.52,131.15,159035154,JNJ,Health Care
2019-04-30,139.99,141.45,134.42,141.2,124330820,JNJ,Health Care
2019-03-29,137.22,140.0,135.74,139.79,137356242,JNJ,Health Care
2019-02-28,134.02,137.9549,131.26,136.64,119454752,JNJ,Health Care
2019-01-31,128.13,135.19,125.0,133.08,174394739,JNJ,Health Care
2018-12-31,145.57,148.99,121.0,129.05,289169133,JNJ,Health Care
2018-11-30,140.07,148.75,139.0,146.9,152747742,JNJ,Health Care
2018-10-31,138.26,141.43,132.23,139.99,167966504,JNJ,Health Care
2018-09-28,134.69,143.13,133.44,138.17,122169102,JNJ,Health Care
2018-08-31,132.39,137.43,128.93,134.69,123999399,JNJ,Health Care
2018-07-31,121.34,132.64,120.11,132.52,145911110,JNJ,Health Care
2018-06-29,120.38,124.845,119.97,121.34,139906981,JNJ,Health Care
2018-05-31,126.32,127.61,118.621,119.62,139533228,JNJ,Health Care
2018-04-30,127.82,132.88,123.54,126.49,144126787,JNJ,Health Care
2018-03-29,129.11,135.7,124.9,128.15,147871674,JNJ,Health Care
2018-02-28,137.53,140.67,122.15,129.88,175166385,JNJ,Health Care
2018-01-31,139.66,148.32,138.1,138.19,165186233,JNJ,Health Care
2017-12-29,139.57,143.8,138.6,139.72,110005044,JNJ,Health Care
2017-11-30,139.83,141.87,136.6,139.33,92291475,JNJ,Health Care
2017-10-31,130.16,144.3523,130.02,139.41,119394799,JNJ,Health Care
2017-09-29,132.6,135.79,129.05,130.01,112551362,JNJ,Health Care
2017-08-31,133.17,134.97,130.9,132.37,103707554,JNJ,Health Care
2017-07-31,132.79,137.08,129.5711,132.72,105498131,JNJ,Health Care
2017-06-30,128.32,137.0,128.12,132.29,143335525,JNJ,Health Care
2017-05-31,123.4,128.8,122.34,128.25,111435425,JNJ,Health Care
2017-04-28,124.73,125.81,120.95,123.47,92734522,JNJ,Health Care
2017-03-31,122.49,129.0,122.39,124.55,166552677,JNJ,Health Care
2017-02-28,112.48,122.88,112.47,122.21,133813250,JNJ,Health Care
2017-01-31,115.78,117.0,110.76,113.25,143309802,JNJ,Health Care
2016-12-30,111.36,117.3,109.32,115.21,138043546,JNJ,Health Care
2016-11-30,114.76,122.5,111.3,111.3,171881719,JNJ,Health Care
2016-10-31,118.0,120.1955,112.99,115.99,140052892,JNJ,Health Care
2016-09-30,119.19,119.97,117.0434,118.13,130379636,JNJ,Health Care
2016-08-31,125.31,125.9,118.33,119.34,138567506,JNJ,Health Care
2016-07-29,121.54,126.07,120.79,125.23,124602401,JNJ,Health Care
2016-06-30,112.57,121.41,112.07,121.3,167568126,JNJ,Health Care
2016-05-31,112.22,115.0,111.7,112.69,141092715,JNJ,Health Care
2016-04-29,108.0,114.19,107.69,112.08,158171281,JNJ,Health Care
2016-03-31,105.9,109.56,105.44,108.2,172912906,JNJ,Health Care
2016-02-29,103.61,106.92,99.78,105.21,201534921,JNJ,Health Care
2016-01-29,101.71,104.75,94.28,104.44,211264010,JNJ,Health Care
2015-12-31,101.73,105.49,100.31,102.72,161973865,JNJ,Health Care
2015-11-30,101.18,103.0,99.74,101.24,126157452,JNJ,Health Care
2015-10-30,93.43,102.12,91.76,101.03,191792688,JNJ,Health Care
2015-09-30,92.29,96.19,89.9,93.35,201657631,JNJ,Health Care
2015-08-31,100.0,101.0,81.79,93.98,194750801,JNJ,Health Care
2015-07-31,98.3,101.36,96.64,100.21,151829212,JNJ,Health Care
2015-06-30,100.28,100.84,97.01,97.46,170008492,JNJ,Health Care
2015-05-29,99.62,104.48,98.66,100.14,143760078,JNJ,Health Care
2015-04-30,100.46,102.14,98.04,99.2,171541632,JNJ,Health Care
2015-03-31,102.86,103.41,98.22,100.6,177429841,JNJ,Health Care
2015-02-27,100.49,103.33,97.15,102.51,191363861,JNJ,Health Care
2015-01-30,105.05,106.5,100.09,100.14,195027355,JNJ,Health Care
2014-12-31,107.89,108.99,102.5,104.57,175580889,JNJ,Health Care
2014-11-28,107.83,109.49,106.6,108.25,125674760,JNJ,Health Care
2014-10-31,105.98,108.18,95.1,107.78,232663082,JNJ,Health Care
2014-09-30,103.3,108.77,103.02,106.59,130486054,JNJ,Health Care
2014-08-29,99.76,104.42,98.8,103.73,120163600,JNJ,Health Care
2014-07-31,105.15,106.74,100.05,100.09,148795100,JNJ,Health Care
2014-06-30,101.54,106.0,101.01,104.62,123993600,JNJ,Health Care
2014-05-30,100.77,101.54,98.88,101.46,124656300,JNJ,Health Care
2014-04-30,98.31,101.98,96.05,101.29,180242400,JNJ,Health Care
2014-03-31,91.13,98.6,90.83,98.23,181324400,JNJ,Health Care
2014-02-28,88.75,92.99,86.09,92.12,150415074,JNJ,Health Care
2014-01-31,91.14,95.38,88.15,88.47,192804300,JNJ,Health Care
